,Cidade,CodigoDaCidade,Data,Regiao,Pais,Latitude,Longigute,TemperaturaMaxima (ºC),TemperaturaMinima (ºC),TemperaturaMedia (ºC),VaiChover,ChanceDeChuva,CondicaoDoTempo,NascerDoSol,PorDoSol,VelocidadeMaximaDoVento (Metros/Segundos)
215,Redenção da Serra,3542305,2022-05-12,Paraibuna/Paraitinga,BR,-23.2804,-45.5346,20.25,12.86,20.25,Sim,0.46,Rain,06:27:09,17:29:56,2.24
216,Roseira,3544301,2022-05-05,Guaratinguetá,BR,-22.9009,-45.3099,23.14,12.06,21.61,Não,0.19,Clear,06:22:27,17:33:20,2.19
217,Roseira,3544301,2022-05-06,Guaratinguetá,BR,-22.9009,-45.3099,24.83,13.41,23.0,Não,0.12,Clear,06:22:54,17:32:45,1.44
218,Roseira,3544301,2022-05-07,Guaratinguetá,BR,-22.9009,-45.3099,24.24,14.41,22.02,Não,0.1,Clouds,06:23:22,17:32:12,1.44
219,Roseira,3544301,2022-05-08,Guaratinguetá,BR,-22.9009,-45.3099,22.89,16.45,22.89,Não,0.15,Clouds,06:23:49,17:31:39,1.75
220,Roseira,3544301,2022-05-09,Guaratinguetá,BR,-22.9009,-45.3099,24.71,14.47,24.3,Sim,0.24,Rain,06:24:17,17:31:07,1.24
221,Roseira,3544301,2022-05-10,Guaratinguetá,BR,-22.9009,-45.3099,25.75,13.07,24.85,Não,0.1,Clouds,06:24:44,17:30:36,1.57
222,Roseira,3544301,2022-05-11,Guaratinguetá,BR,-22.9009,-45.3099,19.25,15.37,17.19,Sim,1.0,Rain,06:25:12,17:30:06,1.61
223,Roseira,3544301,2022-05-12,Guaratinguetá,BR,-22.9009,-45.3099,22.13,14.83,22.1,Sim,0.46,Rain,06:25:40,17:29:37,1.45
224,Santa Branca,3546009,2022-05-05,São José dos Campos,BR,-23.3974,-45.8842,22.0,11.46,21.18,Não,0.36,Clear,06:25:26,17:34:58,3.7
225,Santa Branca,3546009,2022-05-06,São José dos Campos,BR,-23.3974,-45.8842,22.2,15.26,22.2,Não,0.4,Clouds,06:25:53,17:34:22,3.9
226,Santa Branca,3546009,2022-05-07,São José dos Campos,BR,-23.3974,-45.8842,22.88,13.33,22.51,Não,0.16,Clouds,06:26:22,17:33:47,2.84
227,Santa Branca,3546009,2022-05-08,São José dos Campos,BR,-23.3974,-45.8842,23.03,13.91,23.03,Não,0.3,Clouds,06:26:50,17:33:14,3.26
228,Santa Branca,3546009,2022-05-09,São José dos Campos,BR,-23.3974,-45.8842,23.98,15.07,23.98,Não,0.01,Clouds,06:27:18,17:32:41,2.38
229,Santa Branca,3546009,2022-05-10,São José dos Campos,BR,-23.3974,-45.8842,24.27,13.24,23.97,Sim,0.78,Rain,06:27:47,17:32:10,2.59
230,Santa Branca,3546009,2022-05-11,São José dos Campos,BR,-23.3974,-45.8842,17.44,15.22,17.44,Sim,1.0,Rain,06:28:15,17:31:39,2.24
231,Santa Branca,3546009,2022-05-12,São José dos Campos,BR,-23.3974,-45.8842,21.01,14.31,21.01,Sim,0.36,Rain,06:28:44,17:31:10,2.0
232,Santo Antônio do Pinhal,3548203,2022-05-05,Campos do Jordão,BR,-22.8251,-45.6674,20.26,9.19,18.6,Não,0.05,Clear,06:23:47,17:34:52,1.94
233,Santo Antônio do Pinhal,3548203,2022-05-06,Campos do Jordão,BR,-22.8251,-45.6674,22.05,11.33,20.44,Não,0.04,Clear,06:24:14,17:34:18,2.24
234,Santo Antônio do Pinhal,3548203,2022-05-07,Campos do Jordão,BR,-22.8251,-45.6674,21.57,12.51,19.36,Não,0.02,Clouds,06:24:41,17:33:44,2.19
235,Santo Antônio do Pinhal,3548203,2022-05-08,Campos do Jordão,BR,-22.8251,-45.6674,19.69,13.16,19.69,Sim,0.23,Rain,06:25:08,17:33:11,2.33
236,Santo Antônio do Pinhal,3548203,2022-05-09,Campos do Jordão,BR,-22.8251,-45.6674,21.76,12.34,21.76,Sim,0.24,Rain,06:25:36,17:32:39,1.02
237,Santo Antônio do Pinhal,3548203,2022-05-10,Campos do Jordão,BR,-22.8251,-45.6674,22.23,10.84,22.23,Sim,0.39,Rain,06:26:03,17:32:09,1.41
238,Santo Antônio do Pinhal,3548203,2022-05-11,Campos do Jordão,BR,-22.8251,-45.6674,16.65,12.54,14.86,Sim,1.0,Rain,06:26:31,17:31:39,1.15
239,Santo Antônio do Pinhal,3548203,2022-05-12,Campos do Jordão,BR,-22.8251,-45.6674,19.51,12.4,19.51,Sim,0.35,Rain,06:26:59,17:31:10,1.38
240,São Bento do Sapucaí,3548609,2022-05-05,Campos do Jordão,BR,-22.6885,-45.733,21.52,10.54,19.63,Não,0.04,Clear,06:23:51,17:35:19,2.13
241,São Bento do Sapucaí,3548609,2022-05-06,Campos do Jordão,BR,-22.6885,-45.733,24.03,12.34,22.28,Não,0.0,Clear,06:24:18,17:34:45,1.99
242,São Bento do Sapucaí,3548609,2022-05-07,Campos do Jordão,BR,-22.6885,-45.733,23.98,13.76,21.37,Sim,0.38,Rain,06:24:45,17:34:11,1.83
243,São Bento do Sapucaí,3548609,2022-05-08,Campos do Jordão,BR,-22.6885,-45.733,23.22,14.18,23.22,Sim,0.57,Rain,06:25:12,17:33:39,1.92
244,São Bento do Sapucaí,3548609,2022-05-09,Campos do Jordão,BR,-22.6885,-45.733,23.22,14.64,23.22,Sim,0.26,Rain,06:25:40,17:33:07,1.46
245,São Bento do Sapucaí,3548609,2022-05-10,Campos do Jordão,BR,-22.6885,-45.733,23.86,13.1,23.86,Sim,0.98,Rain,06:26:07,17:32:36,1.7
246,São Bento do Sapucaí,3548609,2022-05-11,Campos do Jordão,BR,-22.6885,-45.733,18.48,14.81,17.83,Sim,1.0,Rain,06:26:35,17:32:07,1.38
247,São Bento do Sapucaí,3548609,2022-05-12,Campos do Jordão,BR,-22.6885,-45.733,20.05,13.11,19.7,Não,0.0,Clouds,06:27:02,17:31:38,1.74
248,Sao Jose do Barreiro,3549607,2022-05-05,Bananal,BR,-22.6452,-44.5805,25.38,14.76,23.68,Não,0.44,Clear,06:19:11,17:30:46,2.0
249,Sao Jose do Barreiro,3549607,2022-05-06,Bananal,BR,-22.6452,-44.5805,23.91,13.76,23.18,Sim,0.25,Rain,06:19:38,17:30:12,1.64
250,Sao Jose do Barreiro,3549607,2022-05-07,Bananal,BR,-22.6452,-44.5805,22.49,15.96,20.59,Sim,0.28,Rain,06:20:05,17:29:38,1.54
251,Sao Jose do Barreiro,3549607,2022-05-08,Bananal,BR,-22.6452,-44.5805,22.04,16.35,22.04,Sim,0.31,Rain,06:20:32,17:29:06,1.61
252,Sao Jose do Barreiro,3549607,2022-05-09,Bananal,BR,-22.6452,-44.5805,24.37,15.77,24.37,Não,0.0,Clear,06:20:59,17:28:34,1.27
253,Sao Jose do Barreiro,3549607,2022-05-10,Bananal,BR,-22.6452,-44.5805,24.18,13.7,24.18,Não,0.16,Clear,06:21:27,17:28:04,1.68
254,Sao Jose do Barreiro,3549607,2022-05-11,Bananal,BR,-22.6452,-44.5805,19.24,16.91,18.58,Sim,1.0,Rain,06:21:54,17:27:34,1.1
255,Sao Jose do Barreiro,3549607,2022-05-12,Bananal,BR,-22.6452,-44.5805,23.06,16.26,23.06,Sim,0.35,Rain,06:22:22,17:27:06,1.3
256,São José dos Campos,3549904,2022-05-05,São José dos Campos,BR,-23.186,-45.8867,22.98,11.76,21.82,Não,0.13,Clear,06:25:09,17:35:15,3.38
257,São José dos Campos,3549904,2022-05-06,São José dos Campos,BR,-23.186,-45.8867,24.39,15.55,23.56,Não,0.2,Clouds,06:25:36,17:34:40,4.38
258,São José dos Campos,3549904,2022-05-07,São José dos Campos,BR,-23.186,-45.8867,23.18,14.66,21.23,Não,0.12,Clouds,06:26:04,17:34:06,3.73
259,São José dos Campos,3549904,2022-05-08,São José dos Campos,BR,-23.186,-45.8867,20.57,15.67,19.41,Não,0.04,Clouds,06:26:32,17:33:33,2.21
260,São José dos Campos,3549904,2022-05-09,São José dos Campos,BR,-23.186,-45.8867,23.92,13.45,23.04,Não,0.04,Clouds,06:27:00,17:33:00,1.4
261,São José dos Campos,3549904,2022-05-10,São José dos Campos,BR,-23.186,-45.8867,25.2,13.35,23.92,Não,0.1,Clouds,06:27:28,17:32:29,1.92
262,São José dos Campos,3549904,2022-05-11,São José dos Campos,BR,-23.186,-45.8867,17.61,14.74,17.12,Sim,1.0,Rain,06:27:56,17:31:59,1.35
263,São José dos Campos,3549904,2022-05-12,São José dos Campos,BR,-23.186,-45.8867,21.99,14.42,21.99,Sim,0.38,Rain,06:28:25,17:31:30,2.49
264,São Luiz do Paraitinga,3550001,2022-05-05,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,20.68,10.24,19.02,Não,0.25,Clear,06:22:54,17:32:54,3.4
265,São Luiz do Paraitinga,3550001,2022-05-06,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,22.48,13.2,21.51,Não,0.37,Clouds,06:23:21,17:32:19,3.52
266,São Luiz do Paraitinga,3550001,2022-05-07,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,20.99,13.05,20.41,Não,0.19,Clouds,06:23:49,17:31:45,2.96
267,São Luiz do Paraitinga,3550001,2022-05-08,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,18.56,14.5,18.56,Não,0.07,Clouds,06:24:17,17:31:11,2.19
268,São Luiz do Paraitinga,3550001,2022-05-09,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,22.68,12.23,22.68,Não,0.04,Clouds,06:24:45,17:30:39,1.67
269,São Luiz do Paraitinga,3550001,2022-05-10,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,23.25,12.25,22.96,Não,0.06,Clouds,06:25:13,17:30:08,1.87
270,São Luiz do Paraitinga,3550001,2022-05-11,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,17.71,13.8,15.73,Sim,1.0,Rain,06:25:41,17:29:37,1.93
271,São Luiz do Paraitinga,3550001,2022-05-12,Paraibuna/Paraitinga,BR,-23.2221,-45.3108,19.48,12.91,19.48,Sim,0.5,Rain,06:26:10,17:29:08,1.89
272,São Sebastião,3550704,2022-05-05,Caraguatatuba,BR,-23.8028,-45.4071,24.91,18.03,24.35,Sim,0.64,Rain,06:24:04,17:32:30,6.08
273,São Sebastião,3550704,2022-05-06,Caraguatatuba,BR,-23.8028,-45.4071,23.34,20.1,23.05,Sim,0.64,Rain,06:24:33,17:31:54,3.7
274,São Sebastião,3550704,2022-05-07,Caraguatatuba,BR,-23.8028,-45.4071,23.15,20.51,23.15,Sim,0.32,Rain,06:25:02,17:31:18,2.28
275,São Sebastião,3550704,2022-05-08,Caraguatatuba,BR,-23.8028,-45.4071,22.33,20.05,22.33,Sim,0.28,Rain,06:25:30,17:30:44,2.45
276,São Sebastião,3550704,2022-05-09,Caraguatatuba,BR,-23.8028,-45.4071,23.56,18.75,23.56,Não,0.0,Clear,06:25:59,17:30:11,2.99
277,São Sebastião,3550704,2022-05-10,Caraguatatuba,BR,-23.8028,-45.4071,24.04,18.89,24.04,Não,0.05,Clouds,06:26:28,17:29:39,2.83
278,São Sebastião,3550704,2022-05-11,Caraguatatuba,BR,-23.8028,-45.4071,21.3,19.16,20.58,Sim,0.99,Rain,06:26:58,17:29:08,2.4
279,São Sebastião,3550704,2022-05-12,Caraguatatuba,BR,-23.8028,-45.4071,23.21,20.07,23.21,Sim,0.59,Rain,06:27:27,17:28:37,2.67
280,Silveiras,3552007,2022-05-05,Bananal,BR,-22.6638,-44.8522,23.55,13.64,21.95,Não,0.34,Clear,06:20:18,17:31:50,2.24
281,Silveiras,3552007,2022-05-06,Bananal,BR,-22.6638,-44.8522,24.47,12.53,22.8,Não,0.19,Clear,06:20:45,17:31:15,1.31
282,Silveiras,3552007,2022-05-07,Bananal,BR,-22.6638,-44.8522,23.48,14.65,21.36,Sim,0.26,Rain,06:21:12,17:30:42,1.47
283,Silveiras,3552007,2022-05-08,Bananal,BR,-22.6638,-44.8522,23.13,15.51,23.13,Sim,0.39,Rain,06:21:39,17:30:09,1.4
284,Silveiras,3552007,2022-05-09,Bananal,BR,-22.6638,-44.8522,24.36,15.47,24.35,Não,0.0,Clear,06:22:06,17:29:38,1.52
285,Silveiras,3552007,2022-05-10,Bananal,BR,-22.6638,-44.8522,25.13,13.39,25.13,Sim,0.37,Rain,06:22:33,17:29:07,1.63
286,Silveiras,3552007,2022-05-11,Bananal,BR,-22.6638,-44.8522,18.82,16.46,18.81,Sim,1.0,Rain,06:23:01,17:28:38,2.11
287,Silveiras,3552007,2022-05-12,Bananal,BR,-22.6638,-44.8522,21.68,15.02,20.72,Sim,0.33,Rain,06:23:28,17:28:09,2.13
288,Taubaté,3554102,2022-05-05,São José dos Campos,BR,-23.0314,-45.5613,22.73,10.91,20.35,Não,0.1,Clear,06:23:38,17:34:10,3.02
289,Taubaté,3554102,2022-05-06,São José dos Campos,BR,-23.0314,-45.5613,23.71,13.22,21.95,Não,0.12,Clouds,06:24:05,17:33:35,3.64
290,Taubaté,3554102,2022-05-07,São José dos Campos,BR,-23.0314,-45.5613,23.32,13.22,19.82,Não,0.07,Clouds,06:24:33,17:33:01,2.32
291,Taubaté,3554102,2022-05-08,São José dos Campos,BR,-23.0314,-45.5613,23.39,15.47,23.39,Não,0.4,Clouds,06:25:01,17:32:28,2.11
292,Taubaté,3554102,2022-05-09,São José dos Campos,BR,-23.0314,-45.5613,24.12,15.13,23.98,Não,0.0,Clouds,06:25:28,17:31:56,1.53
293,Taubaté,3554102,2022-05-10,São José dos Campos,BR,-23.0314,-45.5613,24.82,12.68,24.08,Sim,0.92,Rain,06:25:56,17:31:25,2.12
294,Taubaté,3554102,2022-05-11,São José dos Campos,BR,-23.0314,-45.5613,20.71,15.57,20.71,Sim,1.0,Rain,06:26:24,17:30:55,1.9
295,Taubaté,3554102,2022-05-12,São José dos Campos,BR,-23.0314,-45.5613,21.7,13.66,20.31,Não,0.04,Clouds,06:26:52,17:30:26,1.61
296,Tremembé,3554805,2022-05-05,São José dos Campos,BR,-22.9571,-45.5475,23.1,11.36,20.99,Não,0.1,Clear,06:23:29,17:34:13,2.78
297,Tremembé,3554805,2022-05-06,São José dos Campos,BR,-22.9571,-45.5475,24.26,13.26,22.45,Não,0.09,Clouds,06:23:56,17:33:38,3.35
298,Tremembé,3554805,2022-05-07,São José dos Campos,BR,-22.9571,-45.5475,23.84,13.96,20.29,Não,0.09,Clouds,06:24:23,17:33:04,2.15
299,Tremembé,3554805,2022-05-08,São José dos Campos,BR,-22.9571,-45.5475,23.63,16.14,23.63,Sim,0.42,Rain,06:24:51,17:32:31,1.9
300,Tremembé,3554805,2022-05-09,São José dos Campos,BR,-22.9571,-45.5475,24.4,15.76,24.4,Não,0.0,Clouds,06:25:19,17:31:59,1.54
301,Tremembé,3554805,2022-05-10,São José dos Campos,BR,-22.9571,-45.5475,25.0,13.28,24.68,Sim,0.94,Rain,06:25:46,17:31:28,2.17
302,Tremembé,3554805,2022-05-11,São José dos Campos,BR,-22.9571,-45.5475,21.29,16.0,21.29,Sim,1.0,Rain,06:26:14,17:30:58,1.81
303,Tremembé,3554805,2022-05-12,São José dos Campos,BR,-22.9571,-45.5475,21.91,14.08,20.55,Não,0.03,Clouds,06:26:42,17:30:29,1.75
304,Ubatuba,3555406,2022-05-05,Caraguatatuba,BR,-23.4332,-45.0834,26.44,18.26,24.98,Não,0.4,Clear,06:22:16,17:31:42,4.57
305,Ubatuba,3555406,2022-05-06,Caraguatatuba,BR,-23.4332,-45.0834,23.76,20.11,23.76,Sim,0.43,Rain,06:22:44,17:31:07,3.13
306,Ubatuba,3555406,2022-05-07,Caraguatatuba,BR,-23.4332,-45.0834,23.49,19.24,23.08,Sim,0.2,Rain,06:23:12,17:30:32,2.09
307,Ubatuba,3555406,2022-05-08,Caraguatatuba,BR,-23.4332,-45.0834,23.82,19.52,23.82,Sim,0.32,Rain,06:23:41,17:29:59,2.42
308,Ubatuba,3555406,2022-05-09,Caraguatatuba,BR,-23.4332,-45.0834,24.32,19.78,24.32,Não,0.0,Clear,06:24:09,17:29:26,1.83
309,Ubatuba,3555406,2022-05-10,Caraguatatuba,BR,-23.4332,-45.0834,24.68,18.64,24.68,Sim,0.38,Rain,06:24:37,17:28:54,1.87
310,Ubatuba,3555406,2022-05-11,Caraguatatuba,BR,-23.4332,-45.0834,22.3,19.58,22.3,Sim,0.96,Rain,06:25:06,17:28:24,2.77
311,Ubatuba,3555406,2022-05-12,Caraguatatuba,BR,-23.4332,-45.0834,24.66,19.03,24.66,Sim,0.37,Rain,06:25:35,17:27:54,3.55
